"","session","block","spp","ind","treatment","T1","T2","T3","T4"
"1099",5,"B2","DEFL",16,"WW",1769,1905,1891,1860
"1100",5,"B2","DEFL",20,"WD",1402,1787,1715,1665
"1101",5,"B2","EMNI",7,"WW",2023,2118,2100,2087
"1102",5,"B2","EMNI",9,"WD",1860,2105,2055,2028
"1103",5,"B2","EMNI",15,"WD",1647,1855,1814,1783
"1104",5,"B2","EMNI",20,"WW",2000,2114,2100,2082
"1105",5,"B2","FERU",6,"WD",1279,1796,1683,1610
"1106",5,"B2","FERU",12,"WW",1737,1946,1923,1878
"1107",5,"B2","FERU",14,"WW",1705,1932,1905,1855
"1108",5,"B2","FERU",19,"WD",1243,1783,1687,1624
"1109",5,"B2","PLMA",1,"WW",1792,1996,1969,1919
"1110",5,"B2","PLMA",6,"WD",1692,2000,1946,1901
"1111",5,"B2","PLMA",17,"WW",1873,2105,2077,2028
"1112",5,"B2","PLMA",18,"WD",1506,1901,1828,1774
"1113",5,"B2","SC",7,"WD",1801,2023,1982,1955
"1114",5,"B2","SC",11,"WD",1887,2087,2055,2032
"1115",5,"B2","SC",12,"WW",1996,2123,2109,2087
"1116",5,"B2","SC",19,"WW",1801,1946,1928,1901
"1117",5,"B2","SEAC",1,"WW",1742,1914,1901,1864
"1118",5,"B2","SEAC",2,"WW",1846,1987,1969,1923
"1119",5,"B2","SEAC",3,"WD",1755,1932,1901,1873
"1120",5,"B2","SEAC",13,"WD",1683,1928,1882,1851
"1121",5,"B2","SEAL",2,"WW",1823,2028,2009,1973
"1122",5,"B2","SEAL",8,"WD",1569,1982,1923,1873
"1123",5,"B2","SEAL",12,"WD",1574,1946,1905,1864
"1124",5,"B2","SEAL",13,"WW",1764,1932,1905,1873
"1125",5,"B2","SESE",3,"WW",1855,2059,2037,2000
"1126",5,"B2","SESE",7,"WD",1606,2009,1941,1887
"1127",5,"B2","SESE",8,"WW",1846,2077,2059,2014
"1128",5,"B2","SESE",10,"WD",1506,1937,1864,1801
"1129",5,"B2","SITR",2,"WD",1588,1901,1833,1792
"1130",5,"B2","SITR",6,"WW",1882,1991,1969,1950
"1131",5,"B2","SITR",18,"WW",1619,1733,1715,1692
"1132",5,"B2","SITR",20,"WD",1647,1882,1828,1796
"1133",5,"B2","SOBI",2,"WW",1678,2023,1987,1891
"1134",5,"B2","SOBI",9,"WD",1329,1846,1755,1678
"1135",5,"B2","SOBI",13,"WD",1438,1978,1878,1810
"1136",5,"B2","SOBI",15,"WW",1678,1910,1887,1833
"1137",5,"B2","SYNO",2,"WW",1823,2050,2032,1969
"1138",5,"B2","SYNO",16,"WW",1665,1928,1896,1823
"1139",5,"B2","SYNO",17,"WD",1397,1941,1851,1774
"1140",5,"B2","SYNO",19,"WD",1284,1801,1692,1606
"1141",5,"B2","VAMA",3,"WD",1696,1941,1896,1869
"1142",5,"B2","VAMA",9,"WW",1896,2000,1987,1969
"1143",5,"B2","VAMA",10,"WW",1814,1919,1905,1887
"1144",5,"B2","VAMA",17,"WD",1656,1855,1819,1792
"1145",5,"B3","DASP",3,"WD",1733,1964,1919,1891
"1146",5,"B3","DASP",7,"WW",1837,1946,1932,1905
"1147",5,"B3","DASP",10,"WW",1837,1969,1955,1932
"1148",5,"B3","DASP",14,"WD",1755,1987,1937,1901
"1149",5,"B3","DEFL",5,"WW",1728,1910,1887,1846
"1150",5,"B3","DEFL",6,"WD",1510,1941,1864,1810
"1151",5,"B3","DEFL",10,"WD",1515,1783,1733,1701
"1152",5,"B3","DEFL",12,"WW",1715,1960,1937,1882
"1153",5,"B3","EMNI",5,"WD",1520,1760,1724,1696
"1154",5,"B3","EMNI",11,"WW",2009,2100,2105,2082
"1155",5,"B3","EMNI",16,"WW",1987,2105,2082,2055
"1156",5,"B3","EMNI",18,"WD",1842,2073,2028,2000
"1157",5,"B3","FERU",7,"WW",1914,2046,2032,2000
"1158",5,"B3","FERU",13,"WD",1284,1805,1701,1624
"1159",5,"B3","FERU",15,"WD",1551,1914,1864,1823
"1160",5,"B3","FERU",18,"WW",1700,2000,1964,1905
"1161",5,"B3","PLMA",2,"WD",1506,1960,1878,1823
"1162",5,"B3","PLMA",4,"WW",1637,1896,1873,1814
"1163",5,"B3","PLMA",12,"WW",1746,1987,1955,1910
"1164",5,"B3","PLMA",14,"WD",1415,1774,1701,1651
"1165",5,"B3","SC",2,"WD",1683,1946,1896,1860
"1166",5,"B3","SC",10,"WW",1896,2046,2028,1996
"1167",5,"B3","SC",13,"WD",1769,2028,1987,1950
"1168",5,"B3","SC",18,"WW",1955,2091,2077,2050
"1169",5,"B3","SEAC",4,"WW",1787,1964,1946,1910
"1170",5,"B3","SEAC",10,"WW",1751,1982,1964,1919
"1171",5,"B3","SEAC",15,"WD",1701,2018,1960,1919
"1172",5,"B3","SEAC",19,"WD",1769,2037,1991,1955
"1173",5,"B3","SEAL",1,"WD",1506,1996,1937,1887
"1174",5,"B3","SEAL",3,"WD",1542,1941,1878,1837
"1175",5,"B3","SEAL",9,"WW",1774,2018,1996,1950
"1176",5,"B3","SEAL",16,"WW",1783,1937,1923,1887
"1177",5,"B3","SESE",11,"WD",1538,1960,1891,1837
"1178",5,"B3","SESE",13,"WW",1810,2041,2023,1982
"1179",5,"B3","SESE",16,"WW",1764,1928,1910,1882
"1180",5,"B3","SESE",17,"WD",1583,1891,1833,1796
"1181",5,"B3","SITR",3,"WD",1601,1923,1860,1819
"1182",5,"B3","SITR",8,"WW",1901,2023,2005,1982
"1183",5,"B3","SITR",13,"WW",1696,1833,1814,1787
"1184",5,"B3","SITR",14,"WD",1656,1873,1833,1801
"1185",5,"B3","SOBI",10,"WD",1343,1851,1746,1674
"1186",5,"B3","SOBI",14,"WW",1715,2046,2023,1937
"1187",5,"B3","SOBI",16,"WW",1801,2082,2050,1982
"1188",5,"B3","SOBI",19,"WD",1882,2096,2050,2023
"1189",5,"B3","SYNO",1,"WW",1728,2037,2005,1923
"1190",5,"B3","SYNO",3,"WD",1352,1901,1778,1696
"1191",5,"B3","SYNO",7,"WW",1615,1932,1901,1819
"1192",5,"B3","SYNO",12,"WD",1311,1846,1746,1665
"1193",5,"B3","VAMA",2,"WW",1819,1928,1910,1887
"1194",5,"B3","VAMA",7,"WD",1769,2018,1973,1941
"1195",5,"B3","VAMA",12,"WD",1733,1928,1891,1864
"1196",5,"B3","VAMA",18,"WW",1787,1878,1864,1846
"1197",5,"B4","DASP",2,"WD",1701,1923,1882,1855
"1198",5,"B4","DASP",4,"WW",1755,1910,1891,1864
"1199",5,"B4","DASP",16,"WW",1828,1946,1932,1910
"1200",5,"B4","DASP",20,"WD",NA,1996,1950,1919
"1201",5,"B4","DEFL",4,"WD",1515,1941,1864,1810
"1202",5,"B4","DEFL",11,"WW",1674,1851,1833,1792
"1203",5,"B4","DEFL",14,"WD",1792,1860,1796,1755
"1204",5,"B4","DEFL",19,"WW",1674,1851,1833,1792
"1205",5,"B4","EMNI",8,"WD",1846,2087,2032,2000
"1206",5,"B4","EMNI",10,"WW",2082,2200,2182,2159
"1207",5,"B4","EMNI",14,"WD",1851,2082,2037,2009
"1208",5,"B4","EMNI",19,"WW",2028,2150,2127,2109
"1209",5,"B4","FERU",2,"WW",1728,1969,1946,1901
"1210",5,"B4","FERU",4,"WD",1402,1905,1805,1733
"1211",5,"B4","FERU",9,"WD",1247,1737,1637,1574
"1212",5,"B4","FERU",20,"WW",1846,2046,2028,1982
"1213",5,"B4","PLMA",3,"WW",1696,1969,1937,1878
"1214",5,"B4","PLMA",7,"WD",1515,1955,1878,1823
"1215",5,"B4","PLMA",9,"WW",1656,1928,1896,1842
"1216",5,"B4","PLMA",13,"WD",1510,1960,1873,1814
"1217",5,"B4","SC",3,"WD",1760,2009,1964,1932
"1218",5,"B4","SC",5,"WW",1919,2064,2046,2018
"1219",5,"B4","SC",17,"WW",2009,2136,2118,2091
"1220",5,"B4","SC",20,"WD",1833,2023,1982,1960
"1221",5,"B4","SEAC",8,"WW",1860,1996,1982,1950
"1222",5,"B4","SEAC",14,"WW",1814,1978,1964,1928
"1223",5,"B4","SEAC",16,"WD",1742,1991,1946,1919
"1224",5,"B4","SEAC",18,"WD",1796,2059,2014,1982
"1225",5,"B4","SEAL",10,"WW",1701,1910,1878,1833
"1226",5,"B4","SEAL",11,"WW",1760,1950,1932,1891
"1227",5,"B4","SEAL",17,"WD",1506,1887,1837,1787
"1228",5,"B4","SEAL",20,"WD",1429,1805,1755,1710
"1229",5,"B4","SESE",1,"WD",1510,1946,1873,1814
"1230",5,"B4","SESE",2,"WW",1783,1982,1964,1932
"1231",5,"B4","SESE",12,"WD",1710,2018,1960,1919
"1232",5,"B4","SESE",15,"WW",1946,2096,2077,2050
"1233",5,"B4","SITR",10,"WW",1864,1982,1960,1937
"1234",5,"B4","SITR",12,"WD",1610,1919,1860,1823
"1235",5,"B4","SITR",16,"WD",1597,1923,1833,1787
"1236",5,"B4","SITR",17,"WW",1746,1864,1846,1823
"1237",5,"B4","SOBI",3,"WW",1705,2028,1996,1919
"1238",5,"B4","SOBI",4,"WD",1361,1973,1905,1823
"1239",5,"B4","SOBI",6,"WW",1578,1910,1878,1792
"1240",5,"B4","SOBI",7,"WD",1297,1819,1724,1642
"1241",5,"B4","SYNO",5,"WD",1297,1855,1742,1651
"1242",5,"B4","SYNO",10,"WD",1356,1891,1778,1696
"1243",5,"B4","SYNO",15,"WW",1665,2046,2009,1914
"1244",5,"B4","SYNO",18,"WW",1678,1987,1955,1860
"1245",5,"B4","VAMA",6,"WD",1705,1973,1919,1887
"1246",5,"B4","VAMA",8,"WD",1651,1869,1819,1787
"1247",5,"B4","VAMA",13,"WW",1778,1882,1869,1851
"1248",5,"B4","VAMA",14,"WW",1869,1964,1955,1932
"1249",5,"B5","DASP",8,"WD",1642,1910,1851,1819
"1250",5,"B5","DASP",11,"WW",1701,1823,1819,1787
"1251",5,"B5","DASP",13,"WW",1787,1941,1919,1891
"1252",5,"B5","DASP",19,"WD",1642,1873,1823,1796
"1253",5,"B5","DEFL",3,"WW",1769,1960,1941,1891
"1254",5,"B5","DEFL",7,"WD",1433,1823,1755,1705
"1255",5,"B5","DEFL",8,"WD",1383,1787,1715,1660
"1256",5,"B5","DEFL",17,"WW",1687,1846,1833,1796
"1257",5,"B5","EMNI",3,"WD",1978,2096,2055,2023
"1258",5,"B5","EMNI",4,"WW",1964,2118,2096,2059
"1259",5,"B5","EMNI",6,"WW",2005,2114,2109,2073
"1260",5,"B5","EMNI",17,"WD",1891,2114,2073,2037
"1261",5,"B5","FERU",8,"WD",1719,2028,1960,1923
"1262",5,"B5","FERU",10,"WD",1542,1978,1901,1846
"1263",5,"B5","FERU",11,"WW",1701,1896,1882,1842
"1264",5,"B5","FERU",17,"WW",1615,1932,1901,1833
"1265",5,"B5","PLMA",8,"WW",1696,1969,1941,1878
"1266",5,"B5","PLMA",15,"WD",1515,1914,1828,1769
"1267",5,"B5","PLMA",19,"WD",1470,1869,1801,1746
"1268",5,"B5","PLMA",20,"WW",1860,2032,2018,1978
"1269",5,"B5","SC",4,"WW",1973,2109,2100,2064
"1270",5,"B5","SC",6,"WW",1864,2018,1991,1950
"1271",5,"B5","SC",8,"WD",1665,1905,1855,1819
"1272",5,"B5","SC",16,"WD",1932,2182,2136,2105
"1273",5,"B5","SEAC",5,"WW",1737,1914,1891,1855
"1274",5,"B5","SEAC",6,"WD",1719,1950,1919,1901
"1275",5,"B5","SEAC",7,"WD",1647,1901,1855,1828
"1276",5,"B5","SEAC",20,"WW",1783,2023,1991,1937
"1277",5,"B5","SEAL",6,"WW",1751,1946,1919,1878
"1278",5,"B5","SEAL",15,"WW",1783,1987,1964,1923
"1279",5,"B5","SEAL",18,"WD",1361,1728,1665,1633
"1280",5,"B5","SEAL",19,"WD",1524,1905,1855,1814
"1281",5,"B5","SESE",4,"WW",1842,2023,2009,1978
"1282",5,"B5","SESE",5,"WD",1474,1860,1778,1728
"1283",5,"B5","SESE",6,"WD",1506,1914,1842,1792
"1284",5,"B5","SESE",14,"WW",1796,1973,1960,1923
"1285",5,"B5","SITR",1,"WW",1783,1910,1891,1869
"1286",5,"B5","SITR",9,"WD",1665,1923,1864,1837
"1287",5,"B5","SITR",15,"WD",1583,1960,1891,1846
"1288",5,"B5","SITR",19,"WW",1828,1969,1946,1919
"1289",5,"B5","SOBI",1,"WW",1715,1996,1964,1901
"1290",5,"B5","SOBI",8,"WD",1279,1796,1710,1642
"1291",5,"B5","SOBI",12,"WD",1284,1805,1728,1660
"1292",5,"B5","SOBI",18,"WW",1715,1991,1978,1914
"1293",5,"B5","SYNO",4,"WW",1733,1982,1969,1910
"1294",5,"B5","SYNO",6,"WD",1606,1864,1774,1710
"1295",5,"B5","SYNO",8,"WW",1746,2009,1982,1923
"1296",5,"B5","SYNO",20,"WD",1737,2055,2000,1964
"1297",5,"B5","VAMA",4,"WD",1696,1960,1914,1878
"1298",5,"B5","VAMA",5,"WD",1642,1896,1851,1819
"1299",5,"B5","VAMA",11,"WW",1728,1837,1819,1792
"1300",5,"B5","VAMA",15,"WW",1687,1805,1792,1769
"1301",6,"B1","DASP",1,"WD",1656,1869,1819,1774
"1302",6,"B1","DASP",9,"WW",1837,1910,1873,1846
"1303",6,"B1","DASP",12,"WD",1687,1901,1851,1805
"1304",6,"B1","DASP",17,"WW",1855,1937,1887,1860
"1305",6,"B1","DEFL",2,"WW",1851,1905,1869,1842
"1306",6,"B1","DEFL",13,"WD",1524,1860,1801,1742
"1307",6,"B1","DEFL",15,"WW",1787,1846,1814,1787
"1308",6,"B1","DEFL",18,"WD",1465,1787,1728,1660
"1309",6,"B1","EMNI",1,"WW",2082,2155,2123,2096
"1310",6,"B1","EMNI",2,"WW",2050,2118,2087,2059
"1311",6,"B1","EMNI",12,"WD",1837,2073,2018,1964
"1312",6,"B1","EMNI",13,"WD",1887,2077,2032,1987
"1313",6,"B1","FERU",1,"WD",1488,1991,1878,1764
"1314",6,"B1","FERU",3,"WW",1760,1896,1805,1733
"1315",6,"B1","FERU",5,"WD",1315,1778,1687,1583
"1316",6,"B1","FERU",16,"WW",1891,2000,1914,1864
"1317",6,"B1","PLMA",5,"WW",1801,1923,1851,1801
"1318",6,"B1","PLMA",10,"WD",1461,1919,1823,1728
"1319",6,"B1","PLMA",11,"WW",1923,1982,1928,1891
"1320",6,"B1","PLMA",16,"WD",1769,2009,1955,1905
"1321",6,"B1","SC",1,"WD",1774,2055,1996,1937
"1322",6,"B1","SC",9,"WW",1955,2055,2005,1973
"1323",6,"B1","SC",14,"WW",1996,2073,2032,2005
"1324",6,"B1","SC",15,"WD",1764,1991,1941,1887
"1325",6,"B1","SEAC",9,"WW",1914,1964,1919,1882
"1326",6,"B1","SEAC",11,"WD",1787,1982,1932,1882
"1327",6,"B1","SEAC",12,"WW",1937,1987,1946,1923
"1328",6,"B1","SEAC",17,"WD",1751,1928,1896,1855
"1329",6,"B1","SEAL",4,"WD",1374,1819,1733,1642
"1330",6,"B1","SEAL",5,"WW",1860,1955,1901,1860
"1331",6,"B1","SEAL",7,"WW",1837,1896,1855,1828
"1332",6,"B1","SEAL",14,"WD",1583,1978,1914,1846
"1333",6,"B1","SESE",9,"WW",1960,2046,1987,1937
"1334",6,"B1","SESE",18,"WD",1678,1996,1923,1855
"1335",6,"B1","SESE",19,"WW",2000,2073,2023,1991
"1336",6,"B1","SESE",20,"WD",1515,1882,1814,1742
"1337",6,"B1","SITR",4,"WW",1932,2014,1973,1946
"1338",6,"B1","SITR",5,"WD",1801,2037,1987,1941
"1339",6,"B1","SITR",7,"WD",1674,1905,1851,1796
"1340",6,"B1","SITR",11,"WW",1837,1896,1860,1837
"1341",6,"B1","SOBI",5,"WD",1329,1805,1701,1601
"1342",6,"B1","SOBI",11,"WW",1778,1928,1828,1755
"1343",6,"B1","SOBI",17,"WD",1388,1932,1819,1705
"1344",6,"B1","SOBI",20,"WW",1914,2000,1937,1873
"1345",6,"B1","SYNO",9,"WD",1488,1960,1851,1737
"1346",6,"B1","SYNO",11,"WD",1451,1941,1823,1705
"1347",6,"B1","SYNO",13,"WW",1742,1905,1805,1733
"1348",6,"B1","SYNO",14,"WW",1855,2059,1937,1846
"1349",6,"B1","VAMA",1,"WW",1873,1950,1905,1878
"1350",6,"B1","VAMA",16,"WW",1787,1828,1792,1764
"1351",6,"B1","VAMA",19,"WD",1692,1901,1855,1805
"1352",6,"B1","VAMA",20,"WD",1742,1955,1914,1873
"1353",6,"B2","DASP",5,"WW",1914,1987,1950,1919
"1354",6,"B2","DASP",6,"WD",1678,1873,1833,1792
"1355",6,"B2","DASP",15,"WD",1665,1878,1837,1796
"1356",6,"B2","DASP",18,"WW",1896,1950,1923,1896
"1357",6,"B2","DEFL",1,"WD",1383,1787,1719,1651
"1358",6,"B2","DEFL",9,"WW",1751,1833,1778,1737
"1359",6,"B2","DEFL",16,"WW",1837,1905,1855,1823
"1360",6,"B2","DEFL",20,"WD",1406,1796,1724,1656
"1361",6,"B2","EMNI",7,"WW",2068,2145,2105,2077
"1362",6,"B2","EMNI",9,"WD",1873,2096,2046,2000
"1363",6,"B2","EMNI",15,"WD",1651,1846,1796,1755
"1364",6,"B2","EMNI",20,"WW",2064,2118,2082,2055
"1365",6,"B2","FERU",6,"WD",1261,1792,1665,1542
"1366",6,"B2","FERU",12,"WW",1842,1950,1882,1828
"1367",6,"B2","FERU",14,"WW",1819,1905,1828,1769
"1368",6,"B2","FERU",19,"WD",1229,1778,1669,1551
"1369",6,"B2","PLMA",1,"WW",1878,2000,1923,1869
"1370",6,"B2","PLMA",6,"WD",1665,1991,1910,1833
"1371",6,"B2","PLMA",17,"WW",1987,2064,1991,1932
"1372",6,"B2","PLMA",18,"WD",1497,1896,1819,1737
"1373",6,"B2","SC",7,"WD",1814,2014,1964,1919
"1374",6,"B2","SC",11,"WD",1901,2068,2009,1960
"1375",6,"B2","SC",12,"WW",2064,2127,2091,2064
"1376",6,"B2","SC",19,"WW",1878,1928,1887,1860
"1377",6,"B2","SEAC",1,"WW",1842,1910,1873,1860
"1378",6,"B2","SEAC",2,"WW",1914,1964,1914,1882
"1379",6,"B2","SEAC",3,"WD",1746,1919,1878,1846
"1380",6,"B2","SEAC",13,"WD",1674,1928,1878,1833
"1381",6,"B2","SEAL",2,"WW",1941,2023,1973,1937
"1382",6,"B2","SEAL",8,"WD",1633,1996,1928,1864
"1383",6,"B2","SEAL",12,"WD",1647,1946,1887,1828
"1384",6,"B2","SEAL",13,"WW",1842,1928,1887,1851
"1385",6,"B2","SESE",3,"WW",1978,2050,1991,1946
"1386",6,"B2","SESE",7,"WD",1619,2018,1950,1887
"1387",6,"B2","SESE",8,"WW",1973,2096,2023,1978
"1388",6,"B2","SESE",10,"WD",1492,1914,1828,1746
"1389",6,"B2","SITR",2,"WD",1578,1878,1814,1746
"1390",6,"B2","SITR",6,"WW",1932,2005,1964,1941
"1391",6,"B2","SITR",18,"WW",1669,1737,1701,1669
"1392",6,"B2","SITR",20,"WD",1610,1901,1837,1783
"1393",6,"B2","SOBI",2,"WW",1823,2023,1887,1792
"1394",6,"B2","SOBI",9,"WD",1315,1864,1769,1751
"1395",6,"B2","SOBI",13,"WD",1424,1969,1864,1746
"1396",6,"B2","SOBI",15,"WW",1796,1923,1851,1796
"1397",6,"B2","SYNO",2,"WW",1932,2032,1950,1891
"1398",6,"B2","SYNO",16,"WW",1764,1923,1814,1733
"1399",6,"B2","SYNO",17,"WD",1370,1946,1851,1665
"1400",6,"B2","SYNO",19,"WD",1270,1796,1665,1510
"1401",6,"B2","VAMA",3,"WD",1715,1937,1887,1837
"1402",6,"B2","VAMA",9,"WW",1950,2009,1969,1946
"1403",6,"B2","VAMA",10,"WW",1869,1932,1896,1869
"1404",6,"B2","VAMA",17,"WD",1651,1851,1805,1764
"1405",6,"B3","DASP",3,"WD",1751,1941,1901,1860
"1406",6,"B3","DASP",7,"WW",1887,1941,1901,1873
"1407",6,"B3","DASP",10,"WW",1919,1982,1941,1914
"1408",6,"B3","DASP",14,"WD",1719,1987,1928,1869
"1409",6,"B3","DEFL",5,"WW",1819,1882,1828,1783
"1410",6,"B3","DEFL",6,"WD",1538,1969,1905,1837
"1411",6,"B3","DEFL",10,"WD",1510,1774,1724,1674
"1412",6,"B3","DEFL",12,"WW",1846,1946,1869,1810
"1413",6,"B3","EMNI",5,"WD",1578,1982,1928,1878
"1414",6,"B3","EMNI",11,"WW",2068,2123,2087,2064
"1415",6,"B3","EMNI",16,"WW",2037,2114,2073,2041
"1416",6,"B3","EMNI",18,"WD",1864,2064,2018,1973
"1417",6,"B3","FERU",7,"WW",1973,1964,2005,1964
"1418",6,"B3","FERU",13,"WD",1256,1796,1687,1574
"1419",6,"B3","FERU",15,"WD",1610,1928,1855,1783
"1420",6,"B3","FERU",18,"WW",1855,1973,1873,1792
"1421",6,"B3","PLMA",2,"WD",1542,1978,1887,1801
"1422",6,"B3","PLMA",4,"WW",1764,1919,1837,1769
"1423",6,"B3","PLMA",12,"WW",1878,1973,1910,1855
"1424",6,"B3","PLMA",14,"WD",1388,1769,1687,1606
"1425",6,"B3","SC",2,"WD",1683,1928,1869,1805
"1426",6,"B3","SC",10,"WW",1973,2041,2000,1969
"1427",6,"B3","SC",13,"WD",1801,2041,1991,1941
"1428",6,"B3","SC",18,"WW",2032,2082,2046,2018
"1429",6,"B3","SEAC",4,"WW",1882,1964,1910,1878
"1430",6,"B3","SEAC",10,"WW",1891,1973,1910,1864
"1431",6,"B3","SEAC",15,"WD",1692,2009,1960,1901
"1432",6,"B3","SEAC",19,"WD",1796,2028,1982,1932
"1433",6,"B3","SEAL",1,"WD",1637,2000,1937,1873
"1434",6,"B3","SEAL",3,"WD",1601,1955,1887,1814
"1435",6,"B3","SEAL",9,"WW",1923,2028,1964,1923
"1436",6,"B3","SEAL",16,"WW",1860,1941,1891,1851
"1437",6,"B3","SESE",11,"WD",1556,1950,1860,1774
"1438",6,"B3","SESE",13,"WW",1955,2064,2005,1960
"1439",6,"B3","SESE",16,"WW",1860,1923,1887,1851
"1440",6,"B3","SESE",17,"WD",1592,1887,1819,1751
"1441",6,"B3","SITR",3,"WD",1592,1914,1851,1787
"1442",6,"B3","SITR",8,"WW",1960,2032,1991,1960
"1443",6,"B3","SITR",13,"WW",1764,1833,1792,1760
"1444",6,"B3","SITR",14,"WD",1647,1869,1819,1774
"1445",6,"B3","SOBI",10,"WD",1334,1851,1760,1656
"1446",6,"B3","SOBI",14,"WW",1891,2023,1923,1846
"1447",6,"B3","SOBI",16,"WW",1932,2087,1991,1919
"1448",6,"B3","SOBI",19,"WD",1869,2087,2032,1982
"1449",6,"B3","SYNO",1,"WW",1864,2050,1941,1855
"1450",6,"B3","SYNO",3,"WD",1320,1905,1774,1633
"1451",6,"B3","SYNO",7,"WW",1764,1937,1828,1751
"1452",6,"B3","SYNO",12,"WD",1302,1842,1737,1601
"1453",6,"B3","VAMA",2,"WW",1873,1923,1891,1869
"1454",6,"B3","VAMA",7,"WD",1783,2009,1960,1910
"1455",6,"B3","VAMA",12,"WD",1715,1923,1878,1828
"1456",6,"B3","VAMA",18,"WW",1828,1891,1855,1828
"1457",6,"B4","DASP",2,"WD",1719,1928,1882,1842
"1458",6,"B4","DASP",4,"WW",1837,1914,1869,1837
"1459",6,"B4","DASP",16,"WW",1891,1969,1928,1905
"1460",6,"B4","DASP",20,"WD",1760,1987,1937,1887
"1461",6,"B4","DEFL",4,"WD",1533,1941,1864,1792
"1462",6,"B4","DEFL",11,"WW",1760,1837,1783,1746
"1463",6,"B4","DEFL",14,"WD",1524,1869,1810,1746
"1464",6,"B4","DEFL",19,"WW",1764,1837,1769,1724
"1465",6,"B4","EMNI",8,"WD",1842,2073,2023,1973
"1466",6,"B4","EMNI",10,"WW",2141,2204,2164,2141
"1467",6,"B4","EMNI",14,"WD",1864,2077,2028,1982
"1468",6,"B4","EMNI",19,"WW",2082,2159,2123,2096
"1469",6,"B4","FERU",2,"WW",1837,1932,1860,1801
"1470",6,"B4","FERU",4,"WD",1361,1882,1778,1678
"1471",6,"B4","FERU",9,"WD",1252,1755,1642,1533
"1472",6,"B4","FERU",20,"WW",1955,2009,1941,1901
"1473",6,"B4","PLMA",3,"WW",1833,1937,1842,1774
"1474",6,"B4","PLMA",7,"WD",1524,1969,1873,1787
"1475",6,"B4","PLMA",9,"WW",1801,1937,1860,1801
"1476",6,"B4","PLMA",13,"WD",1506,1946,1846,1746
"1477",6,"B4","SC",3,"WD",1778,2023,1978,1919
"1478",6,"B4","SC",5,"WW",1991,2241,2014,1987
"1479",6,"B4","SC",17,"WW",2068,2109,2068,2041
"1480",6,"B4","SC",20,"WD",1833,2014,1955,1901
"1481",6,"B4","SEAC",8,"WW",1928,1960,1928,1914
"1482",6,"B4","SEAC",14,"WW",1896,1896,1833,1878
"1483",6,"B4","SEAC",16,"WD",1742,1982,1937,1891
"1484",6,"B4","SEAC",18,"WD",1805,2041,1982,1932
"1485",6,"B4","SEAL",10,"WW",1792,1955,1914,1783
"1486",6,"B4","SEAL",11,"WW",1864,1946,1887,1846
"1487",6,"B4","SEAL",17,"WD",1701,1891,1823,1751
"1488",6,"B4","SEAL",20,"WD",1492,1819,1764,1710
"1489",6,"B4","SESE",1,"WD",1515,1955,1869,1778
"1490",6,"B4","SESE",2,"WW",1896,1996,1955,1923
"1491",6,"B4","SESE",12,"WD",1701,2018,1941,1864
"1492",6,"B4","SESE",15,"WW",2028,2091,2032,2000
"1493",6,"B4","SITR",10,"WW",1919,1982,1946,1919
"1494",6,"B4","SITR",12,"WD",1642,1905,1842,1778
"1495",6,"B4","SITR",16,"WD",1533,1891,1814,1737
"1496",6,"B4","SITR",17,"WW",1801,1864,1828,1801
"1497",6,"B4","SOBI",3,"WW",1873,1991,1878,1810
"1498",6,"B4","SOBI",4,"WD",1365,1982,1891,1746
"1499",6,"B4","SOBI",6,"WW",1733,1923,1810,1728
"1500",6,"B4","SOBI",7,"WD",1284,1823,1719,1588
"1501",6,"B4","SYNO",5,"WD",1293,1864,1742,1610
"1502",6,"B4","SYNO",10,"WD",1324,1878,1751,1619
"1503",6,"B4","SYNO",15,"WW",1846,2018,1887,1792
"1504",6,"B4","SYNO",18,"WW",1796,1973,1851,1760
"1505",6,"B4","VAMA",6,"WD",1715,1950,1891,1842
"1506",6,"B4","VAMA",8,"WD",1556,1855,1810,1760
"1507",6,"B4","VAMA",13,"WW",1828,1873,1842,1814
"1508",6,"B4","VAMA",14,"WW",1914,1982,1946,1923
"1509",6,"B5","DASP",8,"WD",1633,1914,1851,1792
"1510",6,"B5","DASP",11,"WW",1746,1837,1787,1760
"1511",6,"B5","DASP",13,"WW",1878,1941,1901,1878
"1512",6,"B5","DASP",19,"WD",1642,1878,1823,1783
"1513",6,"B5","DEFL",3,"WW",1864,1905,1837,1792
"1514",6,"B5","DEFL",7,"WD",1447,1837,1760,1692
"1515",6,"B5","DEFL",8,"WD",1393,1805,1733,1665
"1516",6,"B5","DEFL",17,"WW",1760,1864,1805,1755
"1517",6,"B5","EMNI",3,"WD",1869,2077,2018,1964
"1518",6,"B5","EMNI",4,"WW",2040,2121,2072,2044
"1519",6,"B5","EMNI",6,"WW",2050,2123,2073,2046
"1520",6,"B5","EMNI",17,"WD",1873,2100,2046,1987
"1521",6,"B5","FERU",8,"WD",1701,2041,1973,1901
"1522",6,"B5","FERU",10,"WD",1556,1964,1887,1805
"1523",6,"B5","FERU",11,"WW",1810,1901,1846,1796
"1524",6,"B5","FERU",17,"WW",1792,1864,1760,1683
"1525",6,"B5","PLMA",8,"WW",1842,1937,1842,1778
"1526",6,"B5","PLMA",15,"WD",1465,1910,1810,1715
"1527",6,"B5","PLMA",19,"WD",1470,1882,1801,1719
